handle,url,title,vendor,category,productType,collections,available,priceMin,priceMax,compareAt,zeroPrice,duplicateTitle,nearDuplicates,imageMain,imageCount,missingImages,photoPreparing,altMissing,altInternal,descriptionLength,ingredientes,supplementFacts,porcion,cantidad,modoUso,advertencias,contraindicaciones,claims,claimClass,metaTitle,metaDescription,ogTitle,ogDescription,canonical,structuredData,productSchema,availabilitySchema,httpStatus,gtinUpc,sku,relatedProducts,notes,regulatoryStatus,reviewReason
"colgate-total-24-horas-blanqueamiento-avanzado-181g","https://drop-shop-g7.myshopify.com/products/colgate-total-24-horas-blanqueamiento-avanzado-181g","Colgate Total 24 Horas Blanqueamiento Avanzado 181g","Colgate","cosmético/cuidado personal o dispositivo","Higiene oral","","false","12150","12150","","false","false","","https://cdn.shopify.com/s/files/1/0694/7563/1258/files/BelCol-001.png?v=1785534165","5","false","false","5","","1248","false","false","false","true","true","true","false","dolor|alivio","HIGH RISK","Colgate Total 24 Horas Blanqueamiento Avanzado 181g &ndash; Drop Shop","Crema dental Colgate Total Blanqueamiento Avanzado, con fluoruro estañoso (stannous fluoride).Qué dice la marcaProtección antibacterial de 24 horas contra caries, placa, gingivitis, erosión del esmalte y sarro, además de alivio de la sensibilidad, mientras blanquea.Cómo se usaAdultos y niños desde 12 años: aplica una t","Colgate Total 24 Horas Blanqueamiento Avanzado 181g","Crema dental Colgate Total Blanqueamiento Avanzado, con fluoruro estañoso (stannous fluoride).Qué dice la marcaProtección antibacterial de 24 horas contra caries, placa, gingivitis, erosión del esmalte y sarro, además de alivio de la sensibilidad, mientras blanquea.Cómo se usaAdultos y niños desde 12 años: aplica una t","https://drop-shop-g7.myshopify.com/products/colgate-total-24-horas-blanqueamiento-avanzado-181g","true","true","true","200","","BelCol-001","true","P0: Claims de caries, gingivitis, sensibilidad y periodontitis apoyados en FDA, no en autorización colombiana visible.","HIGIENE ORAL SENSIBLE / REVIEW","Claims de caries, gingivitis, sensibilidad y periodontitis apoyados en FDA, no en autorización colombiana visible."
"locion-hidratante-cerave-para-piel-seca-a-muy-seca-473ml-neutro-pote","https://drop-shop-g7.myshopify.com/products/locion-hidratante-cerave-para-piel-seca-a-muy-seca-473ml-neutro-pote","Loción Hidratante CeraVe Para Piel Seca A Muy Seca 473ml Neutro Pote","CeraVe","cosmético/cuidado personal o dispositivo","Cuidado facial","","false","90715","90715","","false","false","","https://cdn.shopify.com/s/files/1/0694/7563/1258/files/BelCer-208.png?v=1785534165","5","false","false","5","","632","false","false","false","true","true","false","false","","SAFE","Loción Hidratante CeraVe Para Piel Seca A Muy Seca 473ml Neutro Pote &ndash; Drop Shop","Loción hidratante CeraVe para piel seca a muy seca, sin fragancia, sin aceite y no comedogénica (no obstruye el poro). Desarrollada con dermatólogos.Qué llevaTres ceramidas esenciales, que ayudan a restaurar la barrera de la piel, y ácido hialurónico para retener el agua. La marca usa su tecnología MVE, que encapsula l","Loción Hidratante CeraVe Para Piel Seca A Muy Seca 473ml Neutro Pote","Loción hidratante CeraVe para piel seca a muy seca, sin fragancia, sin aceite y no comedogénica (no obstruye el poro). Desarrollada con dermatólogos.Qué llevaTres ceramidas esenciales, que ayudan a restaurar la barrera de la piel, y ácido hialurónico para retener el agua. La marca usa su tecnología MVE, que encapsula l","https://drop-shop-g7.myshopify.com/products/locion-hidratante-cerave-para-piel-seca-a-muy-seca-473ml-neutro-pote","true","true","true","200","","BelCer-208","true","","COSMÉTICO/CUIDADO PERSONAL — validar NSO y rotulado","Sin claim de alto riesgo detectado en texto extraíble."
"crema-corporal-warm-vanilla-suga-226-g-bath-body","https://drop-shop-g7.myshopify.com/products/crema-corporal-warm-vanilla-suga-226-g-bath-body","Crema corporal Warm Vanilla Suga 226 g, Bath & Body","Bath & Body Works","cosmético/cuidado personal o dispositivo","Cuidado corporal y fragancias","","false","45563","45563","","false","false","","https://cdn.shopify.com/s/files/1/0694/7563/1258/files/BelBat-455.png?v=1785534163","5","false","false","5","","469","false","false","false","true","false","false","false","","SAFE","Crema corporal Warm Vanilla Suga 226 g, Bath & Body &ndash; Drop Shop","Crema corporal Warm Vanilla Sugar de Bath &amp;amp; Body Works, con el mismo aroma de vainilla, orquídea blanca, azúcar, jazmín y sándalo que la bruma de la línea.Composición y usoFormulada con manteca de karité y ácido hialurónico; la marca declara hidratación intensa de hasta 48 horas para piel seca. Aplícala sobre la pi","Crema corporal Warm Vanilla Suga 226 g, Bath &amp; Body","Crema corporal Warm Vanilla Sugar de Bath &amp;amp; Body Works, con el mismo aroma de vainilla, orquídea blanca, azúcar, jazmín y sándalo que la bruma de la línea.Composición y usoFormulada con manteca de karité y ácido hialurónico; la marca declara hidratación intensa de hasta 48 horas para piel seca. Aplícala sobre la pi","https://drop-shop-g7.myshopify.com/products/crema-corporal-warm-vanilla-suga-226-g-bath-body","true","true","true","200","","BelBat-455","true","","COSMÉTICO/CUIDADO PERSONAL — validar NSO y rotulado","Sin claim de alto riesgo detectado en texto extraíble."
"splash-mist-warm-vanilla-sugar-236-ml-bath-body","https://drop-shop-g7.myshopify.com/products/splash-mist-warm-vanilla-sugar-236-ml-bath-body","Splash & Mist Warm Vanilla Sugar 236 ml, Bath & Body","Bath & Body Works","cosmético/cuidado personal o dispositivo","Cuidado corporal y fragancias","","true","71000","71000","","false","false","","https://cdn.shopify.com/s/files/1/0694/7563/1258/files/BelBat-454-360-slot.webp?v=1786651608","6","false","false","6","","428","false","false","false","true","true","false","false","","SAFE","Splash & Mist Warm Vanilla Sugar 236 ml, Bath & Body &ndash; Drop Shop","Bruma corporal Warm Vanilla Sugar de Bath &amp;amp; Body Works. Notas de vainilla envolvente, orquídea blanca, azúcar chispeante, jazmín fresco y sándalo cremoso.Cómo se usaSobre la piel seca después de la ducha. La marca la formula para cuerpo y cabello, y está pensada para superponerse con la crema del mismo aroma.Presen","Splash &amp; Mist Warm Vanilla Sugar 236 ml, Bath &amp; Body","Bruma corporal Warm Vanilla Sugar de Bath &amp;amp; Body Works. Notas de vainilla envolvente, orquídea blanca, azúcar chispeante, jazmín fresco y sándalo cremoso.Cómo se usaSobre la piel seca después de la ducha. La marca la formula para cuerpo y cabello, y está pensada para superponerse con la crema del mismo aroma.Presen","https://drop-shop-g7.myshopify.com/products/splash-mist-warm-vanilla-sugar-236-ml-bath-body","true","true","true","200","","BelBat-454","true","","COSMÉTICO/CUIDADO PERSONAL — validar NSO y rotulado","Sin claim de alto riesgo detectado en texto extraíble."
"crema-corporal-body-mist-236-ml-bath-body","https://drop-shop-g7.myshopify.com/products/crema-corporal-body-mist-236-ml-bath-body","Crema corporal Body Mist 236 ml, Bath & Body","Bath & Body Works","cosmético/cuidado personal o dispositivo","Cuidado corporal y fragancias","","true","72000","72000","","false","false","","https://cdn.shopify.com/s/files/1/0694/7563/1258/files/BelBat-453-360-slot.webp?v=1786651427","6","false","false","6","","506","false","false","false","true","true","false","false","","SAFE","Crema corporal Body Mist 236 ml, Bath & Body &ndash; Drop Shop","Crema corporal perfumada You&#39;re The One de Bath &amp;amp; Body Works, con el mismo aroma de la bruma: abedul blanco, rosa aterciopelada y néctar de fresa.Cómo se usaAplica sobre la piel limpia y masajea hasta que absorba. Combínala con la bruma del mismo aroma si quieres que el perfume dure más.Qué dice la marcaManteca de ","Crema corporal Body Mist 236 ml, Bath &amp; Body","Crema corporal perfumada You&#39;re The One de Bath &amp;amp; Body Works, con el mismo aroma de la bruma: abedul blanco, rosa aterciopelada y néctar de fresa.Cómo se usaAplica sobre la piel limpia y masajea hasta que absorba. Combínala con la bruma del mismo aroma si quieres que el perfume dure más.Qué dice la marcaManteca de ","https://drop-shop-g7.myshopify.com/products/crema-corporal-body-mist-236-ml-bath-body","true","true","true","200","","BelBat-453","true","","COSMÉTICO/CUIDADO PERSONAL — validar NSO y rotulado","Sin claim de alto riesgo detectado en texto extraíble."
"crema-corporal-champagne-toast-226g-bath-body","https://drop-shop-g7.myshopify.com/products/crema-corporal-champagne-toast-226g-bath-body","Crema corporal Champagne Toast 226g, Bath & Body","Bath & Body Works","cosmético/cuidado personal o dispositivo","Cuidado corporal y fragancias","","false","89900","89900","","false","false","","https://cdn.shopify.com/s/files/1/0694/7563/1258/files/BelBat-451.png?v=1785534161","5","false","false","5","","460","false","false","false","true","false","false","false","","SAFE","Crema corporal Champagne Toast 226g, Bath & Body &ndash; Drop Shop","Crema corporal Champagne Toast de Bath &amp;amp; Body Works, con el mismo aroma de champán burbujeante, frutos rojos y mandarina que la bruma de la línea.Composición y usoFormulada con manteca de karité y ácido hialurónico; la marca declara hidratación intensa de hasta 48 horas para piel seca. Aplícala sobre la piel limpia","Crema corporal Champagne Toast 226g, Bath &amp; Body","Crema corporal Champagne Toast de Bath &amp;amp; Body Works, con el mismo aroma de champán burbujeante, frutos rojos y mandarina que la bruma de la línea.Composición y usoFormulada con manteca de karité y ácido hialurónico; la marca declara hidratación intensa de hasta 48 horas para piel seca. Aplícala sobre la piel limpia","https://drop-shop-g7.myshopify.com/products/crema-corporal-champagne-toast-226g-bath-body","true","true","true","200","","BelBat-451","true","","COSMÉTICO/CUIDADO PERSONAL — validar NSO y rotulado","Sin claim de alto riesgo detectado en texto extraíble."
"splash-body-mist-236-ml-bath-body","https://drop-shop-g7.myshopify.com/products/splash-body-mist-236-ml-bath-body","Splash Body Mist 236 ml, Bath & Body","Bath & Body Works","cosmético/cuidado personal o dispositivo","Cuidado corporal y fragancias","","true","70000","70000","","false","false","","https://cdn.shopify.com/s/files/1/0694/7563/1258/files/BelBat-450-360-slot.webp?v=1786652299","6","false","false","6","","413","false","false","false","true","true","false","false","","SAFE","Splash Body Mist 236 ml, Bath & Body &ndash; Drop Shop","Bruma corporal You&#39;re The One de Bath &amp;amp; Body Works, de perfil floral, frutal y amaderado: abedul blanco, rosa aterciopelada y una gota de néctar de fresa.Cómo se usaPulveriza sobre la piel desde cierta distancia, después de la ducha. Puedes reaplicar durante el día para reavivar el aroma.Presentación: 236 ml.Datos ","Splash Body Mist 236 ml, Bath &amp; Body","Bruma corporal You&#39;re The One de Bath &amp;amp; Body Works, de perfil floral, frutal y amaderado: abedul blanco, rosa aterciopelada y una gota de néctar de fresa.Cómo se usaPulveriza sobre la piel desde cierta distancia, después de la ducha. Puedes reaplicar durante el día para reavivar el aroma.Presentación: 236 ml.Datos ","https://drop-shop-g7.myshopify.com/products/splash-body-mist-236-ml-bath-body","true","true","true","200","","BelBat-450","true","","COSMÉTICO/CUIDADO PERSONAL — validar NSO y rotulado","Sin claim de alto riesgo detectado en texto extraíble."
"tratamiento-capilar-artnaturals-aceite-de-romero-ricino-y-biotina-118-ml","https://drop-shop-g7.myshopify.com/products/tratamiento-capilar-artnaturals-aceite-de-romero-ricino-y-biotina-118-ml","Tratamiento capilar, Artnaturals Aceite de Romero + Ricino y Biotina 118 ML","ArtNaturals","cosmético/cuidado personal o dispositivo","Cuidado capilar","","false","94720","94720","","false","false","","https://cdn.shopify.com/s/files/1/0694/7563/1258/files/BelArt-311.png?v=1785534160","5","false","false","5","","545","false","false","false","true","true","false","false","tratamiento","REVIEW","Tratamiento capilar, Artnaturals Aceite de Romero + Ricino y Biotina 1 &ndash; Drop Shop","Rosemary + Castor Hair Growth Oil de ArtNaturals. Es una mezcla capilar de aceite de romero, aceite de ricino, aceite de coco, aceite de oliva y extracto de lavanda. La marca lo clasifica para todos los tipos de cabello.Cómo se usaAplica unas gotas directamente en el cuero cabelludo, masajea uno o dos minutos y lleva e","Tratamiento capilar, Artnaturals Aceite de Romero + Ricino y Biotina 1","Rosemary + Castor Hair Growth Oil de ArtNaturals. Es una mezcla capilar de aceite de romero, aceite de ricino, aceite de coco, aceite de oliva y extracto de lavanda. La marca lo clasifica para todos los tipos de cabello.Cómo se usaAplica unas gotas directamente en el cuero cabelludo, masajea uno o dos minutos y lleva e","https://drop-shop-g7.myshopify.com/products/tratamiento-capilar-artnaturals-aceite-de-romero-ricino-y-biotina-118-ml","true","true","true","200","","BelArt-311","true","","REVIEW","Término sensible contextual; comprobar contra etiqueta y autorización aplicable."
"delineador-para-ojos-almay-0-35gr","https://drop-shop-g7.myshopify.com/products/delineador-para-ojos-almay-0-35gr","Delineador Para Ojos Almay  0.35(gr)","Almay","cosmético/cuidado personal o dispositivo","Maquillaje","","false","64410","64410","","false","false","","https://cdn.shopify.com/s/files/1/0694/7563/1258/files/BelAlm-62-360-slot.jpg?v=1786636912","6","false","false","6","","561","false","false","false","true","true","false","false","","SAFE","Delineador Para Ojos Almay 0.35(gr) &ndash; Drop Shop","Delineador de ojos All-Day de Almay. Es un lápiz retráctil automático, no un delineador en gel de tarro.Qué dice la marcaFórmula resistente al agua, diseñada para mantener el trazo sin correrse ni transferirse a lo largo del día.ColorLa unidad que tenemos es negra. Si necesitas el nombre comercial exacto del tono (Blac","Delineador Para Ojos Almay 0.35(gr)","Delineador de ojos All-Day de Almay. Es un lápiz retráctil automático, no un delineador en gel de tarro.Qué dice la marcaFórmula resistente al agua, diseñada para mantener el trazo sin correrse ni transferirse a lo largo del día.ColorLa unidad que tenemos es negra. Si necesitas el nombre comercial exacto del tono (Blac","https://drop-shop-g7.myshopify.com/products/delineador-para-ojos-almay-0-35gr","true","true","true","200","","BelAlm-62","true","","COSMÉTICO/CUIDADO PERSONAL — validar NSO y rotulado","Sin claim de alto riesgo detectado en texto extraíble."
"polvos-covergil-clean-invisible-110","https://drop-shop-g7.myshopify.com/products/polvos-covergil-clean-invisible-110","Polvo Suelto Invisible Covergirl Ref.(110) Traslucido Palido","Covergirl","cosmético/cuidado personal o dispositivo","Maquillaje","frontpage","false","60000","60000","","false","false","","https://cdn.shopify.com/s/files/1/0694/7563/1258/files/PolvosCovergirlCleaninvisible1103.png?v=1756322105","5","false","false","5","","539","false","false","false","false","true","false","false","","SAFE","Polvo Suelto Invisible Covergirl Ref.(110) Traslucido Palido &ndash; Drop Shop","Clean Invisible Loose Powder de Covergirl en el tono 110 Translucent Light. Polvo suelto fino para fijar el maquillaje y controlar el brillo, con acabado suave y natural.Sobre el tonoEl 110 está orientado a pieles claras. Es translúcido, pero lleva una ligera tonalidad para integrarse mejor en ese rango.Qué dice la mar","Polvo Suelto Invisible Covergirl Ref.(110) Traslucido Palido","Clean Invisible Loose Powder de Covergirl en el tono 110 Translucent Light. Polvo suelto fino para fijar el maquillaje y controlar el brillo, con acabado suave y natural.Sobre el tonoEl 110 está orientado a pieles claras. Es translúcido, pero lleva una ligera tonalidad para integrarse mejor en ese rango.Qué dice la mar","https://drop-shop-g7.myshopify.com/products/polvos-covergil-clean-invisible-110","true","true","true","200","","BelCov-266","true","","COSMÉTICO/CUIDADO PERSONAL — validar NSO y rotulado","Sin claim de alto riesgo detectado en texto extraíble."
"protector-solar-neutrogena-ultra-spf-45-3-0oz-88ml","https://drop-shop-g7.myshopify.com/products/protector-solar-neutrogena-ultra-spf-45-3-0oz-88ml","Protector Solar Neutrogena Ultra SPF 45 3.0Oz (88ml)","Neutrogena","cosmético/cuidado personal o dispositivo","Protección solar","rostro","true","61630","61630","","false","false","","https://cdn.shopify.com/s/files/1/0694/7563/1258/files/SalNeu-171-principal-disponibles-2026-08-11.png?v=1786458835","5","false","false","5","","656","false","false","false","true","true","false","false","","SAFE","Protector Solar Neutrogena Ultra SPF 45 3.0Oz (88ml) &ndash; Drop Shop","Protector solar Neutrogena Ultra Sheer de amplio espectro SPF 45, con tecnología Helioplex frente a rayos UVA y UVB. El acabado Dry-Touch absorbe rápido y no deja brillo ni sensación grasa.Filtros que declara el fabricanteAvobenzona 3 %, homosalato 10 %, octisalato 5 % y octocrileno 10 %. Sin oxibenzona.Cómo se usaApli","Protector Solar Neutrogena Ultra SPF 45 3.0Oz (88ml)","Protector solar Neutrogena Ultra Sheer de amplio espectro SPF 45, con tecnología Helioplex frente a rayos UVA y UVB. El acabado Dry-Touch absorbe rápido y no deja brillo ni sensación grasa.Filtros que declara el fabricanteAvobenzona 3 %, homosalato 10 %, octisalato 5 % y octocrileno 10 %. Sin oxibenzona.Cómo se usaApli","https://drop-shop-g7.myshopify.com/products/protector-solar-neutrogena-ultra-spf-45-3-0oz-88ml","true","true","true","200","","SalNeu-171","true","","COSMÉTICO/CUIDADO PERSONAL — validar NSO y rotulado","Sin claim de alto riesgo detectado en texto extraíble."
"victorias-secret-locion-nutritiva-para-manos-y-cuerpo-bare-vanilla","https://drop-shop-g7.myshopify.com/products/victorias-secret-locion-nutritiva-para-manos-y-cuerpo-bare-vanilla","Victoria's Secret Loción nutritiva para manos y cuerpo Bare Vanilla","Victoria's Secret","cosmético/cuidado personal o dispositivo","Cuidado corporal y fragancias","cuerpo-y-aroma","true","70057","70057","","false","false","","https://cdn.shopify.com/s/files/1/0694/7563/1258/files/BelVic-462-360-slot.webp?v=1786647513","6","false","false","6","","446","false","false","false","true","true","false","false","","SAFE","Victoria's Secret Loción nutritiva para manos y cuerpo Bare Vanilla &ndash; Drop Shop","Loción corporal perfumada Bare Vanilla de Victoria&#39;s Secret, con las mismas notas de vainilla batida y cachemira suave. Hidratación ligera que deja la piel suavemente perfumada.Cómo se usaAplica a diario sobre la piel, sobre todo después del baño. Puedes combinarla con la bruma del mismo aroma para reforzar la fraganci","Victoria&#39;s Secret Loción nutritiva para manos y cuerpo Bare Vanilla","Loción corporal perfumada Bare Vanilla de Victoria&#39;s Secret, con las mismas notas de vainilla batida y cachemira suave. Hidratación ligera que deja la piel suavemente perfumada.Cómo se usaAplica a diario sobre la piel, sobre todo después del baño. Puedes combinarla con la bruma del mismo aroma para reforzar la fraganci","https://drop-shop-g7.myshopify.com/products/victorias-secret-locion-nutritiva-para-manos-y-cuerpo-bare-vanilla","true","true","true","200","","BelVic-462","true","","COSMÉTICO/CUIDADO PERSONAL — validar NSO y rotulado","Sin claim de alto riesgo detectado en texto extraíble."
"splash-pure-seduction-victorias-secret-250ml","https://drop-shop-g7.myshopify.com/products/splash-pure-seduction-victorias-secret-250ml","Splash Pure Seduction Victoria's Secret 250ml","Victoria's Secret","cosmético/cuidado personal o dispositivo","Cuidado corporal y fragancias","mas-vendidos|cuerpo-y-aroma","true","66574","66574","","false","false","","https://cdn.shopify.com/s/files/1/0694/7563/1258/files/BelVic-458-360-slot.webp?v=1786656598","6","false","false","6","","415","false","false","false","true","true","false","false","","SAFE","Splash Pure Seduction Victoria's Secret 250ml &ndash; Drop Shop","Bruma corporal Pure Seduction de Victoria&#39;s Secret. La marca la describe como una infusión afrutada y seductora, con almizcle suave en las notas de fondo.Cómo se usaSobre la piel seca después de la ducha. Es una bruma corporal, no un perfume concentrado: la estela es más suave y dura menos horas.Presentación: 250 ml.No","Splash Pure Seduction Victoria&#39;s Secret 250ml","Bruma corporal Pure Seduction de Victoria&#39;s Secret. La marca la describe como una infusión afrutada y seductora, con almizcle suave en las notas de fondo.Cómo se usaSobre la piel seca después de la ducha. Es una bruma corporal, no un perfume concentrado: la estela es más suave y dura menos horas.Presentación: 250 ml.No","https://drop-shop-g7.myshopify.com/products/splash-pure-seduction-victorias-secret-250ml","true","true","true","200","","BelVic-458","true","","COSMÉTICO/CUIDADO PERSONAL — validar NSO y rotulado","Sin claim de alto riesgo detectado en texto extraíble."
"splash-bare-vanilla-victorias-secret-250ml","https://drop-shop-g7.myshopify.com/products/splash-bare-vanilla-victorias-secret-250ml","Splash Bare Vanilla Victoria's Secret 250ml","Victoria's Secret","cosmético/cuidado personal o dispositivo","Cuidado corporal y fragancias","mas-vendidos|cuerpo-y-aroma","true","71281","71281","","false","false","","https://cdn.shopify.com/s/files/1/0694/7563/1258/files/BelVic-457-principal.png?v=1786466574","5","false","false","5","","364","false","false","false","true","true","false","false","","SAFE","Splash Bare Vanilla Victoria's Secret 250ml &ndash; Drop Shop","Bruma corporal Bare Vanilla de Victoria&#39;s Secret. Es un gourmand cálido y dulce: la marca declara notas de vainilla batida y cachemira suave.Cómo se usaAplica sobre cuello, torso y puntos de pulso. Evita el rostro y el contorno de los ojos.Presentación: 250 ml.Datos y modo de uso según Victoria&#39;s Secret. Sigue siempre ","Splash Bare Vanilla Victoria&#39;s Secret 250ml","Bruma corporal Bare Vanilla de Victoria&#39;s Secret. Es un gourmand cálido y dulce: la marca declara notas de vainilla batida y cachemira suave.Cómo se usaAplica sobre cuello, torso y puntos de pulso. Evita el rostro y el contorno de los ojos.Presentación: 250 ml.Datos y modo de uso según Victoria&#39;s Secret. Sigue siempre ","https://drop-shop-g7.myshopify.com/products/splash-bare-vanilla-victorias-secret-250ml","true","true","true","200","","BelVic-457","true","","COSMÉTICO/CUIDADO PERSONAL — validar NSO y rotulado","Sin claim de alto riesgo detectado en texto extraíble."
"set-de-brochas-para-ojos-sephora","https://drop-shop-g7.myshopify.com/products/set-de-brochas-para-ojos-sephora","Set de brochas para ojos, Sephora","Sephora","cosmético/cuidado personal o dispositivo","Maquillaje","maquillaje","true","54950","54950","","false","false","","https://cdn.shopify.com/s/files/1/0694/7563/1258/files/BelSep-376-360-slot.jpg?v=1786640614","6","false","false","6","","587","false","false","false","false","true","false","false","","SAFE","Set de brochas para ojos, Sephora &ndash; Drop Shop","Essential Eye Brush Set de Sephora Collection. La unidad que tenemos es la versión anterior, de cinco brochas veganas y sintéticas, no el set actual de cuatro.Qué incluyeBrocha pequeña de precisión o difuminado; brocha plana ancha para aplicar sombra; brocha plana compacta para depositar color; brocha esponjosa para la","Set de brochas para ojos, Sephora","Essential Eye Brush Set de Sephora Collection. La unidad que tenemos es la versión anterior, de cinco brochas veganas y sintéticas, no el set actual de cuatro.Qué incluyeBrocha pequeña de precisión o difuminado; brocha plana ancha para aplicar sombra; brocha plana compacta para depositar color; brocha esponjosa para la","https://drop-shop-g7.myshopify.com/products/set-de-brochas-para-ojos-sephora","true","true","true","200","","BelSep-376","true","","COSMÉTICO/CUIDADO PERSONAL — validar NSO y rotulado","Sin claim de alto riesgo detectado en texto extraíble."
"laca-de-fijacion-got2b-ultra-fuerte-para-el-cabello-12-onzas-x-340g-schwarzkopf","https://drop-shop-g7.myshopify.com/products/laca-de-fijacion-got2b-ultra-fuerte-para-el-cabello-12-onzas-x-340g-schwarzkopf","Laca de fijación Got2b ultra-fuerte para el cabello, 12 onzas x 340g, Schwarzkopf","got2b","cosmético/cuidado personal o dispositivo","Cuidado capilar","cabello","true","75862.5","75862.5","89250.00","false","false","","https://cdn.shopify.com/s/files/1/0694/7563/1258/files/BelSch-304-principal-lote-03.png?v=1786397636","5","false","false","5","","512","false","false","false","true","true","false","false","","SAFE","Laca de fijación Got2b ultra-fuerte para el cabello, 12 onzas x 340g, &ndash; Drop Shop","Glued Blasting Freeze Spray de got2b. Es una laca de fijación extrema (la marca la llama screaming hold), pensada para fijar puntas, peinados rígidos y estilos que deben conservar la forma hasta el siguiente lavado.Qué esperarEl acabado es duro, tipo cemento. No es una laca flexible ni de acabado natural: si buscas mov","Laca de fijación Got2b ultra-fuerte para el cabello, 12 onzas x 340g, ","Glued Blasting Freeze Spray de got2b. Es una laca de fijación extrema (la marca la llama screaming hold), pensada para fijar puntas, peinados rígidos y estilos que deben conservar la forma hasta el siguiente lavado.Qué esperarEl acabado es duro, tipo cemento. No es una laca flexible ni de acabado natural: si buscas mov","https://drop-shop-g7.myshopify.com/products/laca-de-fijacion-got2b-ultra-fuerte-para-el-cabello-12-onzas-x-340g-schwarzkopf","true","true","true","200","","BelSch-304","true","","COSMÉTICO/CUIDADO PERSONAL — validar NSO y rotulado","Sin claim de alto riesgo detectado en texto extraíble."
"cepillo-one-step-voluminizador-plus-2-0-revlon","https://drop-shop-g7.myshopify.com/products/cepillo-one-step-voluminizador-plus-2-0-revlon","Cepillo One Step Voluminizador Plus 2.0, Revlon","Revlon","cosmético/cuidado personal o dispositivo","Cuidado capilar","mas-vendidos|cabello","true","270351","270351","318060.00","false","false","","https://cdn.shopify.com/s/files/1/0694/7563/1258/files/BelRev-118-principal-lote-03.png?v=1786397632","5","false","false","5","","491","false","false","false","false","true","false","false","","SAFE","Cepillo One Step Voluminizador Plus 2.0, Revlon &ndash; Drop Shop","One-Step Volumizer Plus 2.0 de Revlon. Es un cepillo secador ovalado que seca, alisa y da volumen en un solo paso.Qué cambia en la versión Plus 2.0El cabezal es más pequeño (unas 2,4 pulgadas) y el mango más delgado, lo que facilita acercarse a la raíz. Añade un ajuste medio de temperatura y el cabezal se desmonta, así","Cepillo One Step Voluminizador Plus 2.0, Revlon","One-Step Volumizer Plus 2.0 de Revlon. Es un cepillo secador ovalado que seca, alisa y da volumen en un solo paso.Qué cambia en la versión Plus 2.0El cabezal es más pequeño (unas 2,4 pulgadas) y el mango más delgado, lo que facilita acercarse a la raíz. Añade un ajuste medio de temperatura y el cabezal se desmonta, así","https://drop-shop-g7.myshopify.com/products/cepillo-one-step-voluminizador-plus-2-0-revlon","true","true","true","200","","BelRev-118","true","","COSMÉTICO/CUIDADO PERSONAL — validar NSO y rotulado","Sin claim de alto riesgo detectado en texto extraíble."
"agua-de-rosas-2-fl-oz-59-ml-botella-frasco","https://drop-shop-g7.myshopify.com/products/agua-de-rosas-2-fl-oz-59-ml-botella-frasco","Agua de rosas 2 fl oz 59 mL Botella/Frasco","Piping Rock","cosmético/cuidado personal o dispositivo","Cuidado facial","rostro","true","48000","48000","","false","false","","https://cdn.shopify.com/s/files/1/0694/7563/1258/files/BelPip-295-360-slot.jpg?v=1786637800","6","false","false","6","","617","false","false","false","true","true","false","false","","SAFE","Agua de rosas 2 fl oz 59 mL Botella/Frasco &ndash; Drop Shop","Bulgarian Rose Water de Piping Rock. Es una bruma o tónico de agua floral de Rosa damascena, para refrescar e hidratar ligeramente piel y cabello.Cómo se usaPulveriza directamente sobre rostro, cuerpo o cabello, con los ojos cerrados.Sobre la fórmulaLa página oficial no publica la lista INCI completa en texto, así que ","Agua de rosas 2 fl oz 59 mL Botella/Frasco","Bulgarian Rose Water de Piping Rock. Es una bruma o tónico de agua floral de Rosa damascena, para refrescar e hidratar ligeramente piel y cabello.Cómo se usaPulveriza directamente sobre rostro, cuerpo o cabello, con los ojos cerrados.Sobre la fórmulaLa página oficial no publica la lista INCI completa en texto, así que ","https://drop-shop-g7.myshopify.com/products/agua-de-rosas-2-fl-oz-59-ml-botella-frasco","true","true","true","200","","BelPip-295","true","","COSMÉTICO/CUIDADO PERSONAL — validar NSO y rotulado","Sin claim de alto riesgo detectado en texto extraíble."
